patient_id,first_name,last_name,dob,gender,ssn_last4,address,city,state,zip,phone,pcp_npi,insurance_id,last_visit_date,primary_dx_icd10
ECW-00195,Krystal,Murphy,1967-10-25,F,,06799 Jeffrey Highway,Norman,OK,62251,(790)864-1686,NPI-0987654321,SELFPAY,2014-01-01,F32.9
ECW-00351,Juan,Macias,1961-02-22,M,,82226 Brown Stream Suite 396,Woodsberg,KS,72757,(844)683-4146,NPI-5544332211,AETNA-HMO,2020-02-15,I50.9
ECW-00491,Shannon,Pacheco,1963-05-06,F,4154,7742 Douglas Lakes,Norman,OK,91779,(323)822-3116,NPI-7788990011,UNITEDHC,1993-09-15,Z23
ECW-00420,Vickie,Richardson,1950-01-04,F,,6033 Brianna Forks,Midwest City,OK,68900,(301)027-2405,NPI-1122334455,AETNA-HMO,2022-01-06,J44.1
ECW-00038,James,Thomas,1942-08-21,M,5325,222 Chelsea Light Apt. 792,Tulsa,OK,37474,(074)821-7594,NPI-1122334455,UNITEDHC,2009-03-26,I10
ECW-00460,Kyle,Ferguson,1983-07-19,M,1202,9039 Katrina Land Suite 580,Enid,OK,99613,(273)034-6156,NPI-3344556677,CIGNA-PPO,2026-05-08,I10
ECW-00244,Stephanie,Ellis,1989-09-19,F,,2411 Joshua Square,Norman,OK,27238,(046)827-5670,NPI-1122334455,CIGNA-PPO,2026-05-08,J44.1
ECW-00182,Brandy,Fry,1975-08-27,F,,845 Fernandez Valley Apt. 745,New Carla,KS,64240,(082)547-8077,NPI-7788990011,MEDICAID-OK,2026-05-08,E11.9
ECW-00366,Joe,Ochoa,1961-09-03,M,7461,97240 Martin Fall,Norman,OK,69312,(163)761-8209,NPI-0987654321,SELFPAY,2026-05-08,F32.9
ECW-00007,Kimberly,Osborne,1955-03-22,F,2139,570 Sarah Wells,Tulsa,OK,43039,(117)182-2782,NPI-6677889900,UNITEDHC,1996-12-02,I21.9
ECW-00336,Gordon,Richards,1950-11-03,M,8529,40901 Alexa Avenue,Washingtonville,TX,69847,(759)655-5535,NPI-6677889900,UNITEDHC,1978-04-08,E11.9
ECW-00278,Herbert,Fletcher,1947-01-25,M,1104,7121 Davis Ways Suite 228,Norman,OK,49939,(089)261-3715,NPI-1234567890,MEDICAID-OK,2008-08-30,N18.4
ECW-00032,Jeffrey,George,2000-11-13,M,4853,39904 Kathryn Extensions,Navarroview,AR,78742,(967)175-6551,NPI-1122334455,BCBSOK-PPO,2026-05-08,J44.1
ECW-00411,Melanie,Villarreal,1960-05-23,F,1202,2022 George Streets,Moore,OK,83774,(419)754-6617,NPI-1122334455,CIGNA-PPO,2026-05-08,K21.0
ECW-00434,Jessica,Mcclure,1965-05-30,F,,42138 Anthony Canyon,Sheilaview,TX,88307,(053)496-7827,NPI-7788990011,BCBSOK-PPO,2016-05-03,K21.0
ECW-00035,Jordan,Suarez,2000-06-11,M,9288,6584 Justin Hills,Broken Arrow,OK,99727,(875)588-6753,NPI-1234567890,BCBSOK-PPO,2026-05-08,M54.5
ECW-00311,Mary,Neal,1988-06-16,F,6706,465 Daniel Wells Apt. 730,Greenemouth,TX,33793,(375)636-2050,NPI-3344556677,HUMANA-PPO,2026-05-08,I10
ECW-00402,Mallory,Mccarthy,1947-08-16,F,8869,012 Stevenson Walk Apt. 251,Norman,OK,22572,(076)502-4120,NPI-3344556677,UNITEDHC,1996-04-22,M54.5
ECW-00199,Andrea,Guerrero,1949-08-24,F,,04636 Rebecca Oval Apt. 238,Lawton,OK,78003,(845)762-0555,NPI-1122334455,HUMANA-PPO,2008-11-04,I21.9
ECW-00127,Angela,Singleton,1976-08-17,F,,54115 Pamela Estates Apt. 815,Broken Arrow,OK,99706,(296)201-5336,NPI-5544332211,SELFPAY,2006-10-25,K21.0
ECW-00424,Robert,Garza,1953-01-31,M,,9660 Angela Stravenue,Moore,OK,48769,(984)267-3204,NPI-1122334455,MEDICAID-OK,2016-03-16,E11.9
ECW-00022,John,Price,1984-10-10,M,6539,806 Christopher Meadow,Ramseymouth,AR,27204,(653)755-6464,NPI-1234567890,BCBSOK-PPO,2026-05-08,M54.5
ECW-00131,Thomas,Sloan,2002-12-13,M,,68685 Stone Well,Tulsa,OK,09986,(162)299-9119,NPI-1122334455,CIGNA-PPO,2026-05-08,I10
ECW-00169,Douglas,Mcdowell,2001-06-19,M,6626,818 Nicholas Ford,Scotttown,KS,56512,(694)486-9594,NPI-7788990011,HUMANA-PPO,2026-05-08,M54.5
ECW-00476,Mark,Crane,1988-12-29,M,5760,8881 Sean Pike,Enid,OK,33423,(372)094-8413,NPI-3344556677,AETNA-HMO,2019-03-16,I10
ECW-00326,Robert,Rivas,1968-11-15,M,5055,155 Colleen Plains Suite 613,Lake Gary,TX,31552,(065)063-7314,NPI-6677889900,BCBSOK-PPO,2026-05-08,J44.1
ECW-00100,Andrea,Williams,1998-10-31,F,7690,51238 Andrea Isle,Lawton,OK,86736,(226)609-3796,NPI-1234567890,MEDICAID-OK,2022-09-24,I50.9
ECW-00017,Aaron,Frost,1950-12-02,M,9317,6159 Alvarado Crossing,Norman,OK,48465,(648)236-6299,NPI-1234567890,AETNA-HMO,2026-05-08,F32.9
ECW-00198,Joanna,Johnson,1992-01-25,F,6759,848 Dean Divide,Lake Amanda,AR,06980,(420)439-4070,NPI-6677889900,BCBSOK-PPO,2026-05-08,I10
ECW-00312,Benjamin,Johnson,1980-01-29,M,2885,47395 Theresa Flat,Norman,OK,34234,(258)323-0241,NPI-7788990011,AETNA-HMO,2014-01-12,Z00.00
ECW-00406,Jesse,Robinson,1944-07-14,M,2404,0042 Koch Turnpike Apt. 142,North Tracytown,AR,36914,(307)536-6614,NPI-0987654321,MEDICAID-OK,2021-06-16,K21.0
ECW-00118,Cynthia,Green,1951-06-03,F,9153,5574 Charles Flats Apt. 912,Midwest City,OK,12775,(618)537-4741,NPI-0987654321,BCBSOK-PPO,2007-10-02,E11.9
ECW-00167,Mary,Baker,1965-08-04,F,1932,9913 Cruz Coves Apt. 388,Tulsa,OK,62912,(799)088-1172,NPI-9988776655,SELFPAY,2016-02-13,M54.5
ECW-00369,Courtney,Huber,1965-03-16,F,2978,1092 Roy Isle,Michaelmouth,TX,92624,(945)147-5410,NPI-1122334455,HUMANA-PPO,2026-05-08,I21.9
ECW-00280,Christopher,Hanna,1959-04-09,M,1194,6421 Henry Meadows,Davisborough,KS,49251,(583)776-7499,NPI-7788990011,AETNA-HMO,1980-03-14,I21.9
ECW-00258,Janice,Bryant,1959-07-28,F,4648,738 Roberts Walk Suite 317,Midwest City,OK,52071,(678)112-6691,NPI-6677889900,BCBSOK-PPO,2016-02-25,J06.9
ECW-00425,Rebecca,Tapia,1965-11-02,F,8646,609 Ward Shoals Suite 901,East Kelseyport,AR,49542,(770)707-0578,NPI-5544332211,AETNA-HMO,2026-05-08,I21.9
ECW-00075,Karen,Coffey,1959-03-23,F,7071,097 Alexandria Stravenue,Moore,OK,96230,(913)075-6263,NPI-5544332211,MEDICAID-OK,2026-05-08,F32.9
ECW-00137,Steven,Trujillo,1982-02-21,M,,744 Sullivan Street,Guerreroberg,KS,09935,(387)584-2824,NPI-9988776655,CIGNA-PPO,2026-05-08,M54.5
ECW-00320,Christopher,Serrano,1957-03-26,M,5732,4334 Shawn Land,Johnsonborough,TX,80256,(621)286-7163,NPI-7788990011,MEDICARE-A,2026-02-17,J06.9
ECW-00453,Matthew,Mclaughlin,1998-01-23,M,,529 Black Shores Suite 601,Lawton,OK,38241,(270)493-8620,NPI-9988776655,MEDICARE-A,2026-05-08,Z00.00
ECW-00170,William,Sanders,2003-07-04,M,8172,8872 Hansen Orchard,Lawton,OK,44956,(213)721-3865,NPI-5544332211,UNITEDHC,2026-05-08,N18.4
ECW-00435,Edward,Rodriguez,1945-12-12,M,5888,6741 Victoria Street,Broken Arrow,OK,15131,(528)547-8150,NPI-3344556677,AETNA-HMO,1974-04-20,I50.9
ECW-00444,Eric,Morgan,1992-03-23,M,,59960 Vaughn Throughway,Broken Arrow,OK,87875,(357)788-1161,NPI-1122334455,SELFPAY,2026-05-08,Z00.00
ECW-00157,Joshua,Park,1994-09-15,M,5742,75011 Gregory Glen,Lucasland,TX,81934,(667)665-0618,NPI-0987654321,HUMANA-PPO,2026-05-08,E11.65
ECW-00475,Mariah,Harrell,1995-01-19,F,9393,153 Clark Drive,Thompsonfurt,KS,49135,(779)083-3506,NPI-1234567890,UNITEDHC,2019-05-20,J06.9
ECW-00019,Alexander,Sanchez,1956-02-12,M,,176 Jennifer Lights Suite 632,Enid,OK,01632,(870)831-7278,NPI-1122334455,MEDICAID-OK,1978-03-05,N18.4
ECW-00359,Ann,Williams,1986-11-16,F,7819,433 Simmons Circle Suite 041,Tulsa,OK,45456,(350)200-0534,NPI-3344556677,HUMANA-PPO,2026-05-08,J06.9
ECW-00404,Elizabeth,Cook,1998-11-03,F,7349,48026 Donna Divide Suite 703,Norman,OK,96531,(361)487-8245,NPI-0987654321,SELFPAY,2026-05-08,Z23
ECW-00325,Cassandra,Klein,1958-04-17,F,,4709 Brandon Lane,South Heather,TX,33533,(106)005-3131,NPI-6677889900,SELFPAY,1995-06-02,N18.3
ECW-00380,Angelica,Dennis,1943-01-07,F,9921,1559 Lewis Streets Suite 147,Tateborough,AR,08272,(359)096-0567,NPI-9988776655,MEDICAID-OK,2008-01-07,N18.3
ECW-00054,Harold,Jones,1947-11-28,M,9445,0054 Deanna Walk Apt. 998,Broken Arrow,OK,67980,(793)597-8207,NPI-3344556677,BCBSOK-PPO,1979-06-23,K21.0
ECW-00264,Alex,Harrison,1957-01-26,M,,6965 Lindsey Courts,Enid,OK,35785,(294)563-7183,NPI-3344556677,BCBSOK-PPO,1999-07-20,J44.1
ECW-00036,Veronica,Allen,1992-11-11,F,9900,7662 Hanna Crossroad,Hallchester,KS,89517,(187)026-2174,NPI-7788990011,HUMANA-PPO,2026-05-08,M54.5
ECW-00367,Ariel,Cruz,1983-08-08,F,,02314 Sheena Rapid,Lawton,OK,00185,(132)797-2457,NPI-9988776655,UNITEDHC,2026-05-08,Z00.00
ECW-00203,Tammy,Clements,1960-07-26,F,2929,12797 Delacruz Gateway,Lake Emily,TX,66096,(569)998-8081,NPI-9988776655,UNITEDHC,2026-05-08,N18.3
ECW-00226,Christopher,Ross,1989-02-27,M,7576,8366 Baker Pines Suite 047,Norman,OK,65801,(856)945-4414,NPI-9988776655,MEDICARE-A,2026-05-08,E11.9
ECW-00243,Joshua,Banks,1976-12-16,M,9901,5486 Brown Landing,Port Julie,KS,57788,(178)847-9513,NPI-5544332211,MEDICARE-A,2026-05-08,J06.9
ECW-00259,Natalie,Stafford,1959-04-18,F,4762,53539 Martinez Villages,Edmond,OK,67499,(465)796-7842,NPI-1234567890,MEDICAID-OK,2025-09-29,E11.9
ECW-00147,Paul,Flores,1999-05-11,M,2582,0838 Powell Freeway Apt. 779,Enid,OK,71775,(170)166-0880,NPI-7788990011,SELFPAY,2022-02-08,N18.4
ECW-00432,Barbara,Merritt,1941-12-16,F,,991 Charles Knoll Suite 676,Tulsa,OK,47229,(812)099-5765,NPI-3344556677,MEDICAID-OK,1964-06-10,N18.3
ECW-00469,Kim,Cook,1957-11-18,F,2741,666 Dana River Apt. 299,Douglasville,TX,81996,(059)329-7150,NPI-6677889900,MEDICAID-OK,2026-05-08,I50.9
ECW-00218,Cynthia,Sanchez,1960-10-25,F,6228,6153 Mueller Mews,Midwest City,OK,95832,(197)199-7581,NPI-3344556677,CIGNA-PPO,2011-06-24,I10
ECW-00177,Scott,Lopez,1942-04-26,M,7731,2763 Haynes Landing Suite 647,Joelfort,TX,29293,(143)866-3227,NPI-1122334455,BCBSOK-PPO,2010-12-14,E11.65
ECW-00089,Thomas,Wood,1971-01-25,M,1878,93204 Phillips Flat Suite 369,Broken Arrow,OK,37854,(777)252-2872,NPI-6677889900,MEDICAID-OK,1992-02-08,Z00.00
ECW-00143,Douglas,Glover,1995-09-11,M,9984,356 Martin Plaza Suite 375,Gonzalezborough,AR,30011,(972)181-1437,NPI-7788990011,UNITEDHC,2017-06-29,I10
ECW-00462,Eric,Green,2005-12-21,M,3571,5851 Tina Place Suite 120,New Lindsaymouth,TX,59438,(976)074-0177,NPI-0987654321,HUMANA-PPO,2026-05-08,M54.5
ECW-00418,Joshua,Gross,1979-02-08,M,7609,71990 Zavala Mall,Broken Arrow,OK,99187,(240)107-8356,NPI-0987654321,SELFPAY,2004-07-26,I10
ECW-00344,Heidi,Chase,1987-07-12,F,2646,2015 White Center Apt. 859,Lake Kristenberg,AR,62630,(136)749-2617,NPI-3344556677,AETNA-HMO,2026-05-08,J06.9
ECW-00185,Eric,Lloyd,1999-11-28,M,4533,0512 Joseph Lock Apt. 872,Edmond,OK,34601,(367)303-7183,NPI-1234567890,CIGNA-PPO,2026-05-08,Z00.00
ECW-00134,Carrie,Golden,1958-03-03,F,,30705 Joshua View,Edmond,OK,78610,(357)972-7985,NPI-7788990011,MEDICARE-A,2002-08-13,N18.4
ECW-00135,Gregory,Monroe,1966-03-22,M,4475,140 Williams Walk Apt. 333,Lawton,OK,46800,(722)903-4944,NPI-1122334455,CIGNA-PPO,2026-05-08,I21.9
ECW-00219,Rodney,Thompson,1998-05-01,M,7293,91965 Newman Circle Apt. 329,Norman,OK,02278,(469)973-3549,NPI-3344556677,MEDICAID-OK,2018-06-14,Z23
ECW-00028,Christopher,Smith,2002-06-24,M,9856,0084 Dana Terrace,Norman,OK,71094,(777)520-4711,NPI-5544332211,AETNA-HMO,2026-05-08,E11.65
ECW-00273,Theresa,Wilkerson,1998-03-03,F,,08931 Gonzalez Squares,Lawton,OK,20696,(942)152-9108,NPI-1234567890,AETNA-HMO,2026-05-08,Z23
ECW-00108,Shannon,Mcdowell,2000-10-02,M,7798,541 Beck Run,Edmond,OK,20643,(611)037-1293,NPI-1122334455,SELFPAY,2026-05-08,Z23
ECW-00274,Jessica,Mora,2002-11-30,F,4625,713 James Wall Suite 476,Enid,OK,26393,(436)262-0443,NPI-6677889900,BCBSOK-PPO,2026-05-08,N18.4
ECW-00186,Kaitlyn,Maldonado,1996-02-01,F,7878,2088 Jon Route Suite 350,Tulsa,OK,31365,(024)916-3009,NPI-3344556677,BCBSOK-PPO,2026-05-08,I21.9
ECW-00353,Miguel,Park,1968-01-14,M,1901,89097 Emily Track Apt. 215,Oklahoma City,OK,28506,(762)515-3814,NPI-0987654321,MEDICAID-OK,2014-09-08,I10
ECW-00034,Tanya,Kim,1971-07-05,F,5915,09324 Andrea Course Apt. 171,Midwest City,OK,27484,(677)378-2639,NPI-6677889900,UNITEDHC,2005-12-02,E11.65
ECW-00478,Katelyn,Hudson,2005-11-14,F,1414,73997 Johnathan Lodge Suite 725,Broken Arrow,OK,87844,(483)548-8471,NPI-6677889900,BCBSOK-PPO,2026-05-08,I50.9
ECW-00309,Ashley,Curtis,1965-06-22,F,9199,10919 Rebecca Crossroad,South Zacharyshire,TX,84567,(972)320-0249,NPI-1234567890,SELFPAY,2008-10-21,I50.9
ECW-00318,Kevin,Tran,1946-09-20,M,2931,751 Singleton Meadow Suite 377,Lawton,OK,80529,(240)755-3666,NPI-9988776655,CIGNA-PPO,2004-06-11,I10
ECW-00112,Thomas,Fry,1961-12-14,M,,6188 Joshua Inlet Apt. 832,Hunterhaven,TX,85691,(463)031-6179,NPI-1234567890,MEDICAID-OK,2026-05-08,I50.9
ECW-00231,Taylor,Howard,1993-10-04,F,,0158 Miller Mount Suite 328,Oklahoma City,OK,06346,(157)173-2030,NPI-6677889900,BCBSOK-PPO,2026-05-08,M54.5
ECW-00361,Anita,Rodriguez,1979-02-22,F,8483,93371 Shelly River,Stillwater,OK,54738,(202)368-4855,NPI-0987654321,BCBSOK-PPO,2026-05-08,E11.65
ECW-00283,Jennifer,Bush,1970-08-04,F,4984,779 Peterson Well Apt. 321,Tulsa,OK,94168,(006)102-7769,NPI-5544332211,HUMANA-PPO,2023-10-22,I21.9
ECW-00055,Ashley,Nolan,1986-11-11,F,,182 John Mill Suite 889,Midwest City,OK,25546,(659)051-5186,NPI-9988776655,AETNA-HMO,2005-12-10,N18.3
ECW-00008,Derek,Brennan,1972-11-30,M,6977,83465 Lam Mission Apt. 331,Edmond,OK,50983,(930)103-1051,NPI-6677889900,CIGNA-PPO,2015-10-16,I21.9
ECW-00496,Chad,Hurley,1949-06-21,M,2036,48439 Brian Loop,Lawton,OK,22723,(626)693-3513,NPI-3344556677,BCBSOK-PPO,1986-09-14,I21.9
ECW-00352,Patricia,Bruce,1954-05-28,F,2083,31290 Julia Plaza,Oklahoma City,OK,70682,(778)816-0930,NPI-5544332211,AETNA-HMO,2026-05-08,F32.9
ECW-00334,Kathryn,Ferguson,2001-05-02,F,7516,461 Daisy Trail Suite 243,Midwest City,OK,64027,(011)686-4622,NPI-5544332211,AETNA-HMO,2026-05-08,I10
ECW-00387,Michael,Martinez,1977-04-03,M,,964 Stacy Ford,Norman,OK,11060,(920)981-9602,NPI-6677889900,CIGNA-PPO,2026-05-08,E11.65
ECW-00372,Nicole,Wilson,1983-09-04,F,,0191 Monroe Ways Apt. 025,South Jessica,TX,21310,(962)272-8476,NPI-6677889900,HUMANA-PPO,2026-05-08,F32.9
ECW-00343,Jay,Kennedy,1967-07-14,M,4490,6184 Horton Fields Suite 125,Stillwater,OK,90472,(927)742-3330,NPI-6677889900,CIGNA-PPO,2026-05-08,N18.4
ECW-00165,Crystal,Robertson,1945-11-28,F,,22259 Donna Mall Suite 177,Norman,OK,73926,(030)299-2280,NPI-3344556677,AETNA-HMO,1996-04-24,I21.9
ECW-00124,Thomas,Harris,1949-11-26,M,5106,2500 Brenda Divide,Oklahoma City,OK,18515,(691)545-2267,NPI-3344556677,SELFPAY,1973-03-18,I21.9
ECW-00330,David,Miller,1994-11-08,M,,2336 Catherine Hollow Suite 973,Norman,OK,47156,(627)768-9627,NPI-1234567890,BCBSOK-PPO,2026-05-08,Z00.00
ECW-00306,Barbara,Holmes,1944-01-26,F,,8030 Hull Place Suite 506,Broken Arrow,OK,35190,(361)332-5411,NPI-3344556677,BCBSOK-PPO,2013-04-19,J44.1
ECW-00064,Melissa,Richardson,2006-06-27,F,,61692 Morris Common Suite 447,Enid,OK,96275,(705)964-0165,NPI-3344556677,SELFPAY,2026-05-08,I10
ECW-00076,Jason,Hampton,1968-02-15,M,,028 Ann Shore Suite 865,Moore,OK,27858,(549)733-4843,NPI-1234567890,HUMANA-PPO,2009-09-07,I50.9
ECW-00275,Lisa,Solomon,1980-07-14,F,6404,72563 Erickson Street,Brandimouth,TX,94118,(005)375-9900,NPI-5544332211,CIGNA-PPO,2026-05-08,I50.9
ECW-00234,Vanessa,Johnston,1958-01-03,F,5331,3092 Brown Harbor,Edmond,OK,26258,(273)902-1962,NPI-9988776655,UNITEDHC,1995-07-15,M54.5
ECW-00449,Richard,Hays,1981-08-27,M,2741,222 Baxter Islands,Enid,OK,10287,(675)481-3866,NPI-6677889900,HUMANA-PPO,2026-05-08,N18.3
ECW-00263,Wendy,Jenkins,1985-10-06,F,3347,333 Watkins Spurs,Edmond,OK,14152,(085)076-9864,NPI-3344556677,SELFPAY,2004-01-01,I21.9
ECW-00339,Jonathan,Miller,1943-11-20,M,4496,8333 Karen Shoals,Jacksonmouth,AR,11602,(564)347-1287,NPI-1122334455,MEDICAID-OK,1995-09-10,I50.9
ECW-00417,Thomas,King,1990-02-26,M,7671,24189 Melissa Ridge Suite 690,Enid,OK,81974,(005)643-5023,NPI-9988776655,CIGNA-PPO,2008-11-11,N18.4
ECW-00485,Robert,Mathis,1977-05-12,M,3536,647 Preston Streets,New Sandraborough,AR,25129,(578)606-9409,NPI-1234567890,AETNA-HMO,2026-05-08,Z23
ECW-00456,James,Medina,1971-01-23,M,8479,58841 Jonathan Mountain Suite 018,Lake Ryan,TX,27279,(559)690-5150,NPI-3344556677,MEDICAID-OK,2008-02-11,I50.9
ECW-00319,Pamela,Vaughn,1969-06-30,F,7286,25999 Baird Ford,Marktown,KS,61863,(715)974-1218,NPI-3344556677,CIGNA-PPO,1999-02-23,N18.3
ECW-00291,Jessica,Carrillo,1966-08-06,F,6829,55626 Phillip Camp,Norman,OK,29084,(668)455-0489,NPI-7788990011,UNITEDHC,1994-01-26,N18.3
ECW-00297,Barbara,Bailey,1980-01-01,F,3390,7949 Mccullough Tunnel,Moore,OK,67922,(877)725-1996,NPI-1234567890,CIGNA-PPO,2026-05-08,E11.9
ECW-00422,Michael,Gordon,1981-06-10,M,1813,6974 James Dam,Broken Arrow,OK,83483,(152)037-7107,NPI-1122334455,HUMANA-PPO,2026-05-08,Z23
ECW-00301,Jason,Washington,1971-04-16,M,,913 Kevin Lodge Suite 183,Schultztown,AR,25823,(868)700-7942,NPI-5544332211,MEDICAID-OK,2009-02-17,J06.9
ECW-00271,Shannon,Martin,1985-04-02,F,4350,1776 Love Wells,Welchchester,KS,12481,(569)857-0027,NPI-0987654321,BCBSOK-PPO,2011-10-14,K21.0
ECW-00464,Valerie,Barker,1970-11-02,F,,15502 Patrick Stream Apt. 546,Port Rebecca,AR,60241,(613)944-9883,NPI-1234567890,MEDICARE-A,1991-09-09,M54.5
ECW-00080,John,Lee,1975-03-09,M,6576,205 Bradley Throughway Apt. 296,West Franciscomouth,KS,68516,(122)753-0463,NPI-1234567890,MEDICAID-OK,2026-05-08,K21.0
ECW-00354,Edwin,Carter,1992-04-26,M,6680,96348 Savannah River,Lawton,OK,70509,(754)510-5265,NPI-3344556677,UNITEDHC,2010-10-23,E11.65
ECW-00307,Alyssa,Reynolds,1992-02-04,F,1725,543 Thomas Junctions,Moore,OK,05831,(997)179-1100,NPI-1122334455,AETNA-HMO,2011-05-01,E11.65
ECW-00472,Mitchell,Hunt,1962-04-07,M,1795,49125 Douglas Divide,Pattersonville,AR,37341,(517)734-5475,NPI-3344556677,SELFPAY,2014-09-14,I10
ECW-00440,Kelly,Cox,2005-10-02,F,,86342 Rivera Forge,Oklahoma City,OK,83000,(818)670-2440,NPI-1234567890,UNITEDHC,2026-05-08,E11.65
ECW-00162,Sarah,Welch,1979-03-07,F,4630,308 Stephens Plains Suite 256,Enid,OK,39427,(881)658-0392,NPI-7788990011,MEDICAID-OK,2026-05-08,Z23
ECW-00247,Kristina,Johnson,1972-08-09,F,5374,8284 Samantha Lodge Suite 275,Tiffanyberg,AR,20885,(474)929-7517,NPI-7788990011,MEDICAID-OK,2026-05-08,J06.9
ECW-00373,Nathan,Wallace,1998-07-09,M,3290,1200 Wesley Branch,Norman,OK,66784,(984)362-4186,NPI-1122334455,AETNA-HMO,2026-05-08,K21.0
ECW-00360,Kaitlyn,Kerr,1996-04-21,F,1862,2475 Torres Court,Tulsa,OK,08255,(598)953-4396,NPI-3344556677,UNITEDHC,2026-05-08,E11.9
ECW-00069,Christopher,Morris,1964-10-27,M,9837,8414 Cynthia Plaza,Tulsa,OK,42498,(182)992-2995,NPI-1234567890,HUMANA-PPO,2018-04-08,E11.9
ECW-00246,Jacob,Roberts,1971-01-21,M,4027,54729 Jennifer Heights,Broken Arrow,OK,22223,(105)927-4523,NPI-3344556677,CIGNA-PPO,2010-08-07,K21.0
ECW-00433,Jessica,Romero,1986-12-24,F,6031,34750 Mitchell Lights Suite 220,Edmond,OK,36849,(951)542-1447,NPI-1122334455,SELFPAY,2005-09-22,J06.9
ECW-00141,Monica,Carlson,1949-04-20,F,,2575 Frederick Valleys Suite 033,Moore,OK,23098,(215)064-8909,NPI-1122334455,AETNA-HMO,1999-01-08,N18.4
ECW-00400,Angela,Reynolds,1944-06-20,F,9849,8685 Scott Land,Broken Arrow,OK,10663,(436)294-8978,NPI-7788990011,BCBSOK-PPO,2003-11-24,N18.3
ECW-00349,Joshua,Jones,1954-04-28,M,5295,359 Robert Drives Suite 660,Enid,OK,93141,(818)615-1554,NPI-1122334455,BCBSOK-PPO,2025-10-06,M54.5
ECW-00071,Scott,Flores,1995-09-10,M,2874,815 Steven Grove Suite 321,Theresaberg,TX,04696,(325)953-2787,NPI-0987654321,MEDICAID-OK,2023-12-15,I50.9
ECW-00130,Melissa,Mayer,1952-04-13,F,2035,4160 David Throughway,Moore,OK,72233,(206)163-2945,NPI-9988776655,BCBSOK-PPO,1984-10-23,K21.0
ECW-00193,Patricia,Harding,1988-12-06,F,4268,889 Clinton Mount Suite 224,Enid,OK,59334,(419)693-1572,NPI-3344556677,CIGNA-PPO,2023-11-17,E11.9
ECW-00120,Adam,Greer,1967-05-22,M,,36519 Lowery Club,Edmond,OK,01372,(151)070-2966,NPI-1122334455,AETNA-HMO,2026-05-08,I10
ECW-00438,David,Coleman,1991-11-22,M,3595,5156 Kim Orchard,Stillwater,OK,79630,(448)360-8545,NPI-0987654321,SELFPAY,2026-05-08,N18.4
